"Notes"	"Year"	"Year Code"	"Division"	"Division Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"2008"	"2008"	"East North Central"	"CENS-D3"	"35-39 years"	"35-39"	4397	3093484	142.1
	"2008"	"2008"	"East North Central"	"CENS-D3"	"40-44 years"	"40-44"	7359	3221018	228.5
	"2008"	"2008"	"East North Central"	"CENS-D3"	"45-49 years"	"45-49"	13340	3532681	377.6
	"2008"	"2008"	"East North Central"	"CENS-D3"	"50-54 years"	"50-54"	20635	3416368	604.0
	"2008"	"2008"	"East North Central"	"CENS-D3"	"55-59 years"	"55-59"	26061	2953930	882.2
	"2008"	"2008"	"East North Central"	"CENS-D3"	"60-64 years "	"60-64"	30060	2328479	1291.0
	"2008"	"2008"	"East North Central"	"CENS-D3"	"65-69 years"	"65-69"	32800	1771244	1851.8
	"2008"	"2008"	"East North Central"	"CENS-D3"	"70-74 years"	"70-74"	30088	1360328	2211.8
	"2008"	"2008"	"East North Central"	"CENS-D3"	"75-79 years"	"75-79"	28568	1147796	2488.9
	"2008"	"2008"	"East North Central"	"CENS-D3"	"80-84 years"	"80-84"	23904	925616	2582.5
	"2008"	"2008"	"East North Central"	"CENS-D3"	"85+ years"	"85+"	20936	848177	2468.4
	"2008"	"2008"	"West North Central"	"CENS-D4"	"< 1 year"	"1"	86	280392	30.7
	"2008"	"2008"	"West North Central"	"CENS-D4"	"1-4 years"	"1-4"	255	1092977	23.3
	"2008"	"2008"	"West North Central"	"CENS-D4"	"5-9 years"	"5-9"	163	1345132	12.1
	"2008"	"2008"	"West North Central"	"CENS-D4"	"10-14 years"	"10-14"	157	1366070	11.5
	"2008"	"2008"	"West North Central"	"CENS-D4"	"15-19 years"	"15-19"	313	1475052	21.2
	"2008"	"2008"	"West North Central"	"CENS-D4"	"20-24 years"	"20-24"	536	1442649	37.2
	"2008"	"2008"	"West North Central"	"CENS-D4"	"25-29 years"	"25-29"	839	1365641	61.4
	"2008"	"2008"	"West North Central"	"CENS-D4"	"30-34 years"	"30-34"	1123	1228695	91.4
	"2008"	"2008"	"West North Central"	"CENS-D4"	"35-39 years"	"35-39"	1870	1279869	146.1
	"2008"	"2008"	"West North Central"	"CENS-D4"	"40-44 years"	"40-44"	3012	1341317	224.6
	"2008"	"2008"	"West North Central"	"CENS-D4"	"45-49 years"	"45-49"	5911	1537552	384.4
	"2008"	"2008"	"West North Central"	"CENS-D4"	"50-54 years"	"50-54"	8837	1474730	599.2
	"2008"	"2008"	"West North Central"	"CENS-D4"	"55-59 years"	"55-59"	11314	1276012	886.7
	"2008"	"2008"	"West North Central"	"CENS-D4"	"60-64 years "	"60-64"	12973	1007044	1288.2
	"2008"	"2008"	"West North Central"	"CENS-D4"	"65-69 years"	"65-69"	14215	770800	1844.2
	"2008"	"2008"	"West North Central"	"CENS-D4"	"70-74 years"	"70-74"	13377	609283	2195.5
	"2008"	"2008"	"West North Central"	"CENS-D4"	"75-79 years"	"75-79"	12412	520397	2385.1
	"2008"	"2008"	"West North Central"	"CENS-D4"	"80-84 years"	"80-84"	10328	419639	2461.2
	"2008"	"2008"	"West North Central"	"CENS-D4"	"85+ years"	"85+"	9185	415564	2210.2
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"< 1 year"	"1"	216	776862	27.8
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"1-4 years"	"1-4"	682	3007985	22.7
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"5-9 years"	"5-9"	473	3694811	12.8
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"10-14 years"	"10-14"	492	3807869	12.9
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"15-19 years"	"15-19"	907	4133836	21.9
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"20-24 years"	"20-24"	1419	4010483	35.4
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"25-29 years"	"25-29"	2227	3925516	56.7
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"30-34 years"	"30-34"	3365	3688823	91.2
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"35-39 years"	"35-39"	5929	4091217	144.9
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"40-44 years"	"40-44"	9925	4229913	234.6
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"45-49 years"	"45-49"	17225	4428150	389.0
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"50-54 years"	"50-54"	25743	4132441	622.9
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"55-59 years"	"55-59"	33486	3660041	914.9
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"60-64 years "	"60-64"	41578	3139463	1324.4
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"65-69 years"	"65-69"	44368	2446833	1813.3
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"70-74 years"	"70-74"	39604	1881434	2105.0
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"75-79 years"	"75-79"	35952	1516980	2370.0
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"80-84 years"	"80-84"	27691	1139942	2429.2
	"2008"	"2008"	"South Atlantic"	"CENS-D5"	"85+ years"	"85+"	22302	980875	2273.7
	"2008"	"2008"	"East South Central"	"CENS-D6"	"< 1 year"	"1"	61	250750	24.3
	"2008"	"2008"	"East South Central"	"CENS-D6"	"1-4 years"	"1-4"	192	955599	20.1
	"2008"	"2008"	"East South Central"	"CENS-D6"	"5-9 years"	"5-9"	149	1200299	12.4
	"2008"	"2008"	"East South Central"	"CENS-D6"	"10-14 years"	"10-14"	160	1228201	13.0
	"2008"	"2008"	"East South Central"	"CENS-D6"	"15-19 years"	"15-19"	281	1310278	21.4
	"2008"	"2008"	"East South Central"	"CENS-D6"	"20-24 years"	"20-24"	374	1238899	30.2
	"2008"	"2008"	"East South Central"	"CENS-D6"	"25-29 years"	"25-29"	715	1223624	58.4
	"2008"	"2008"	"East South Central"	"CENS-D6"	"30-34 years"	"30-34"	1118	1132311	98.7
	"2008"	"2008"	"East South Central"	"CENS-D6"	"35-39 years"	"35-39"	1760	1233498	142.7
	"2008"	"2008"	"East South Central"	"CENS-D6"	"40-44 years"	"40-44"	3116	1254136	248.5
	"2008"	"2008"	"East South Central"	"CENS-D6"	"45-49 years"	"45-49"	5500	1349196	407.7
	"2008"	"2008"	"East South Central"	"CENS-D6"	"50-54 years"	"50-54"	8284	1308080	633.3
	"2008"	"2008"	"East South Central"	"CENS-D6"	"55-59 years"	"55-59"	11202	1160875	965.0
	"2008"	"2008"	"East South Central"	"CENS-D6"	"60-64 years "	"60-64"	13313	972637	1368.8
	"2008"	"2008"	"East South Central"	"CENS-D6"	"65-69 years"	"65-69"	14422	753113	1915.0
	"2008"	"2008"	"East South Central"	"CENS-D6"	"70-74 years"	"70-74"	12600	577871	2180.4
	"2008"	"2008"	"East South Central"	"CENS-D6"	"75-79 years"	"75-79"	10883	449102	2423.3
	"2008"	"2008"	"East South Central"	"CENS-D6"	"80-84 years"	"80-84"	8051	328337	2452.1
	"2008"	"2008"	"East South Central"	"CENS-D6"	"85+ years"	"85+"	6369	276495	2303.5
	"2008"	"2008"	"West South Central"	"CENS-D7"	"< 1 year"	"1"	141	550610	25.6
	"2008"	"2008"	"West South Central"	"CENS-D7"	"1-4 years"	"1-4"	536	2131740	25.1
	"2008"	"2008"	"West South Central"	"CENS-D7"	"5-9 years"	"5-9"	330	2565574	12.9
	"2008"	"2008"	"West South Central"	"CENS-D7"	"10-14 years"	"10-14"	362	2568603	14.1
	"2008"	"2008"	"West South Central"	"CENS-D7"	"15-19 years"	"15-19"	554	2648298	20.9
	"2008"	"2008"	"West South Central"	"CENS-D7"	"20-24 years"	"20-24"	867	2574509	33.7
	"2008"	"2008"	"West South Central"	"CENS-D7"	"25-29 years"	"25-29"	1340	2586202	51.8
	"2008"	"2008"	"West South Central"	"CENS-D7"	"30-34 years"	"30-34"	2065	2357740	87.6
	"2008"	"2008"	"West South Central"	"CENS-D7"	"35-39 years"	"35-39"	3302	2446829	135.0
	"2008"	"2008"	"West South Central"	"CENS-D7"	"40-44 years"	"40-44"	5197	2394901	217.0
	"2008"	"2008"	"West South Central"	"CENS-D7"	"45-49 years"	"45-49"	9155	2537914	360.7
	"2008"	"2008"	"West South Central"	"CENS-D7"	"50-54 years"	"50-54"	13435	2373871	566.0
	"2008"	"2008"	"West South Central"	"CENS-D7"	"55-59 years"	"55-59"	17318	2017742	858.3
	"2008"	"2008"	"West South Central"	"CENS-D7"	"60-64 years "	"60-64"	20290	1633970	1241.8
	"2008"	"2008"	"West South Central"	"CENS-D7"	"65-69 years"	"65-69"	21577	1223231	1763.9
	"2008"	"2008"	"West South Central"	"CENS-D7"	"70-74 years"	"70-74"	19510	937640	2080.8
	"2008"	"2008"	"West South Central"	"CENS-D7"	"75-79 years"	"75-79"	17115	740513	2311.2
	"2008"	"2008"	"West South Central"	"CENS-D7"	"80-84 years"	"80-84"	13088	540210	2422.8
	"2008"	"2008"	"West South Central"	"CENS-D7"	"85+ years"	"85+"	10619	458058	2318.3
	"2008"	"2008"	"Mountain"	"CENS-D8"	"< 1 year"	"1"	71	327699	21.7
	"2008"	"2008"	"Mountain"	"CENS-D8"	"1-4 years"	"1-4"	247	1303453	18.9
	"2008"	"2008"	"Mountain"	"CENS-D8"	"5-9 years"	"5-9"	173	1536520	11.3
	"2008"	"2008"	"Mountain"	"CENS-D8"	"10-14 years"	"10-14"	187	1515092	12.3
	"2008"	"2008"	"Mountain"	"CENS-D8"	"15-19 years"	"15-19"	336	1572435	21.4
	"2008"	"2008"	"Mountain"	"CENS-D8"	"20-24 years"	"20-24"	547	1543853	35.4
	"2008"	"2008"	"Mountain"	"CENS-D8"	"25-29 years"	"25-29"	937	1585157	59.1
	"2008"	"2008"	"Mountain"	"CENS-D8"	"30-34 years"	"30-34"	1321	1438316	91.8
	"2008"	"2008"	"Mountain"	"CENS-D8"	"35-39 years"	"35-39"	1949	1457495	133.7
	"2008"	"2008"	"Mountain"	"CENS-D8"	"40-44 years"	"40-44"	2938	1412141	208.1
	"2008"	"2008"	"Mountain"	"CENS-D8"	"45-49 years"	"45-49"	5002	1516292	329.9
	"2008"	"2008"	"Mountain"	"CENS-D8"	"50-54 years"	"50-54"	7498	1455699	515.1
	"2008"	"2008"	"Mountain"	"CENS-D8"	"55-59 years"	"55-59"	10160	1291684	786.6
	"2008"	"2008"	"Mountain"	"CENS-D8"	"60-64 years "	"60-64"	11901	1065286	1117.2
	"2008"	"2008"	"Mountain"	"CENS-D8"	"65-69 years"	"65-69"	13084	807084	1621.1
	"2008"	"2008"	"Mountain"	"CENS-D8"	"70-74 years"	"70-74"	11918	607149	1962.9
	"2008"	"2008"	"Mountain"	"CENS-D8"	"75-79 years"	"75-79"	10560	474928	2223.5
	"2008"	"2008"	"Mountain"	"CENS-D8"	"80-84 years"	"80-84"	7973	346690	2299.7
	"2008"	"2008"	"Mountain"	"CENS-D8"	"85+ years"	"85+"	6611	297218	2224.3
	"2008"	"2008"	"Pacific"	"CENS-D9"	"< 1 year"	"1"	173	695688	24.9
	"2008"	"2008"	"Pacific"	"CENS-D9"	"1-4 years"	"1-4"	589	2669226	22.1
	"2008"	"2008"	"Pacific"	"CENS-D9"	"5-9 years"	"5-9"	426	3202236	13.3
	"2008"	"2008"	"Pacific"	"CENS-D9"	"10-14 years"	"10-14"	499	3449401	14.5
	"2008"	"2008"	"Pacific"	"CENS-D9"	"15-19 years"	"15-19"	840	3688647	22.8
	"2008"	"2008"	"Pacific"	"CENS-D9"	"20-24 years"	"20-24"	1306	3542217	36.9
	"2008"	"2008"	"Pacific"	"CENS-D9"	"25-29 years"	"25-29"	2044	3610012	56.6
	"2008"	"2008"	"Pacific"	"CENS-D9"	"30-34 years"	"30-34"	2899	3301547	87.8
	"2008"	"2008"	"Pacific"	"CENS-D9"	"35-39 years"	"35-39"	4533	3502794	129.4
	"2008"	"2008"	"Pacific"	"CENS-D9"	"40-44 years"	"40-44"	7178	3472059	206.7
	"2008"	"2008"	"Pacific"	"CENS-D9"	"45-49 years"	"45-49"	12193	3602121	338.5
	"2008"	"2008"	"Pacific"	"CENS-D9"	"50-54 years"	"50-54"	18328	3395790	539.7
	"2008"	"2008"	"Pacific"	"CENS-D9"	"55-59 years"	"55-59"	23948	2927184	818.1
	"2008"	"2008"	"Pacific"	"CENS-D9"	"60-64 years "	"60-64"	28076	2318982	1210.7
	"2008"	"2008"	"Pacific"	"CENS-D9"	"65-69 years"	"65-69"	28717	1673280	1716.2
	"2008"	"2008"	"Pacific"	"CENS-D9"	"70-74 years"	"70-74"	26239	1267280	2070.5
	"2008"	"2008"	"Pacific"	"CENS-D9"	"75-79 years"	"75-79"	24560	1036518	2369.5
	"2008"	"2008"	"Pacific"	"CENS-D9"	"80-84 years"	"80-84"	20484	823863	2486.3
	"2008"	"2008"	"Pacific"	"CENS-D9"	"85+ years"	"85+"	18834	776139	2426.6
	"2009"	"2009"	"New England"	"CENS-D1"	"< 1 year"	"1"	48	154638	31.0
	"2009"	"2009"	"New England"	"CENS-D1"	"1-4 years"	"1-4"	145	647307	22.4
	"2009"	"2009"	"New England"	"CENS-D1"	"5-9 years"	"5-9"	119	856274	13.9
	"2009"	"2009"	"New England"	"CENS-D1"	"10-14 years"	"10-14"	117	918016	12.7
	"2009"	"2009"	"New England"	"CENS-D1"	"15-19 years"	"15-19"	277	1035312	26.8
	"2009"	"2009"	"New England"	"CENS-D1"	"20-24 years"	"20-24"	395	983440	40.2
	"2009"	"2009"	"New England"	"CENS-D1"	"25-29 years"	"25-29"	604	892091	67.7
	"2009"	"2009"	"New England"	"CENS-D1"	"30-34 years"	"30-34"	894	843041	106.0
	"2009"	"2009"	"New England"	"CENS-D1"	"35-39 years"	"35-39"	1420	932478	152.3
	"2009"	"2009"	"New England"	"CENS-D1"	"40-44 years"	"40-44"	2711	1050655	258.0
	"2009"	"2009"	"New England"	"CENS-D1"	"45-49 years"	"45-49"	4760	1167023	407.9
	"2009"	"2009"	"New England"	"CENS-D1"	"50-54 years"	"50-54"	7345	1123204	653.9
	"2009"	"2009"	"New England"	"CENS-D1"	"55-59 years"	"55-59"	8915	970143	918.9
	"2009"	"2009"	"New England"	"CENS-D1"	"60-64 years "	"60-64"	11007	814428	1351.5
	"2009"	"2009"	"New England"	"CENS-D1"	"65-69 years"	"65-69"	11090	588172	1885.5
	"2009"	"2009"	"New England"	"CENS-D1"	"70-74 years"	"70-74"	9876	431995	2286.1
	"2009"	"2009"	"New England"	"CENS-D1"	"75-79 years"	"75-79"	9412	366662	2566.9
	"2009"	"2009"	"New England"	"CENS-D1"	"80-84 years"	"80-84"	8146	310737	2621.5
	"2009"	"2009"	"New England"	"CENS-D1"	"85+ years"	"85+"	7557	317959	2376.7
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"< 1 year"	"1"	138	487475	28.3
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"1-4 years"	"1-4"	471	1941355	24.3
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"5-9 years"	"5-9"	302	2479987	12.2
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"10-14 years"	"10-14"	405	2607937	15.5
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"15-19 years"	"15-19"	741	2899448	25.6
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"20-24 years"	"20-24"	1167	2782315	41.9
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"25-29 years"	"25-29"	1859	2705324	68.7
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"30-34 years"	"30-34"	2646	2532886	104.5
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"35-39 years"	"35-39"	4162	2671922	155.8
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"40-44 years"	"40-44"	7376	2890310	255.2
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"45-49 years"	"45-49"	13115	3143839	417.2
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"50-54 years"	"50-54"	19429	3039842	639.1
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"55-59 years"	"55-59"	24653	2634666	935.7
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"60-64 years "	"60-64"	30166	2199741	1371.3
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"65-69 years"	"65-69"	31107	1642033	1894.4
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"70-74 years"	"70-74"	28343	1264231	2241.9
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"75-79 years"	"75-79"	26915	1062060	2534.2
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"80-84 years"	"80-84"	23062	886238	2602.2
	"2009"	"2009"	"Middle Atlantic"	"CENS-D2"	"85+ years"	"85+"	21030	857917	2451.3
	"2009"	"2009"	"East North Central"	"CENS-D3"	"< 1 year"	"1"	136	578934	23.5
	"2009"	"2009"	"East North Central"	"CENS-D3"	"1-4 years"	"1-4"	520	2379601	21.9
	"2009"	"2009"	"East North Central"	"CENS-D3"	"5-9 years"	"5-9"	368	3065861	12.0
	"2009"	"2009"	"East North Central"	"CENS-D3"	"10-14 years"	"10-14"	395	3174089	12.4
	"2009"	"2009"	"East North Central"	"CENS-D3"	"15-19 years"	"15-19"	739	3398284	21.7
	"2009"	"2009"	"East North Central"	"CENS-D3"	"20-24 years"	"20-24"	1172	3136805	37.4
	"2009"	"2009"	"East North Central"	"CENS-D3"	"25-29 years"	"25-29"	1856	3030548	61.2
	"2009"	"2009"	"East North Central"	"CENS-D3"	"30-34 years"	"30-34"	2911	2857602	101.9
	"2009"	"2009"	"East North Central"	"CENS-D3"	"35-39 years"	"35-39"	4393	3016082	145.7
	"2009"	"2009"	"East North Central"	"CENS-D3"	"40-44 years"	"40-44"	7335	3135547	233.9
	"2009"	"2009"	"East North Central"	"CENS-D3"	"45-49 years"	"45-49"	13349	3500613	381.3
	"2009"	"2009"	"East North Central"	"CENS-D3"	"50-54 years"	"50-54"	20905	3463133	603.6
	"2009"	"2009"	"East North Central"	"CENS-D3"	"55-59 years"	"55-59"	26709	3023938	883.3
	"2009"	"2009"	"East North Central"	"CENS-D3"	"60-64 years "	"60-64"	31741	2452781	1294.1
	"2009"	"2009"	"East North Central"	"CENS-D3"	"65-69 years"	"65-69"	33625	1828079	1839.4
	"2009"	"2009"	"East North Central"	"CENS-D3"	"70-74 years"	"70-74"	30468	1394461	2184.9
	"2009"	"2009"	"East North Central"	"CENS-D3"	"75-79 years"	"75-79"	27619	1127154	2450.3
	"2009"	"2009"	"East North Central"	"CENS-D3"	"80-84 years"	"80-84"	23477	919785	2552.4
	"2009"	"2009"	"East North Central"	"CENS-D3"	"85+ years"	"85+"	20293	872557	2325.7
	"2009"	"2009"	"West North Central"	"CENS-D4"	"< 1 year"	"1"	64	275191	23.3
	"2009"	"2009"	"West North Central"	"CENS-D4"	"1-4 years"	"1-4"	253	1106864	22.9
	"2009"	"2009"	"West North Central"	"CENS-D4"	"5-9 years"	"5-9"	181	1361802	13.3
	"2009"	"2009"	"West North Central"	"CENS-D4"	"10-14 years"	"10-14"	173	1364118	12.7
	"2009"	"2009"	"West North Central"	"CENS-D4"	"15-19 years"	"15-19"	350	1462931	23.9
	"2009"	"2009"	"West North Central"	"CENS-D4"	"20-24 years"	"20-24"	600	1433497	41.9
	"2009"	"2009"	"West North Central"	"CENS-D4"	"25-29 years"	"25-29"	922	1393865	66.1
	"2009"	"2009"	"West North Central"	"CENS-D4"	"30-34 years"	"30-34"	1277	1260462	101.3
	"2009"	"2009"	"West North Central"	"CENS-D4"	"35-39 years"	"35-39"	1836	1255865	146.2
	"2009"	"2009"	"West North Central"	"CENS-D4"	"40-44 years"	"40-44"	3042	1304768	233.1
	"2009"	"2009"	"West North Central"	"CENS-D4"	"45-49 years"	"45-49"	5739	1527125	375.8
	"2009"	"2009"	"West North Central"	"CENS-D4"	"50-54 years"	"50-54"	9045	1494935	605.0
	"2009"	"2009"	"West North Central"	"CENS-D4"	"55-59 years"	"55-59"	11740	1315479	892.5
	"2009"	"2009"	"West North Central"	"CENS-D4"	"60-64 years "	"60-64"	13566	1057940	1282.3
	"2009"	"2009"	"West North Central"	"CENS-D4"	"65-69 years"	"65-69"	14542	799245	1819.5
	"2009"	"2009"	"West North Central"	"CENS-D4"	"70-74 years"	"70-74"	13165	622246	2115.7
	"2009"	"2009"	"West North Central"	"CENS-D4"	"75-79 years"	"75-79"	12131	515575	2352.9
	"2009"	"2009"	"West North Central"	"CENS-D4"	"80-84 years"	"80-84"	10231	418049	2447.3
	"2009"	"2009"	"West North Central"	"CENS-D4"	"85+ years"	"85+"	9346	422626	2211.4
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"< 1 year"	"1"	200	744458	26.9
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"1-4 years"	"1-4"	649	3030680	21.4
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"5-9 years"	"5-9"	464	3738721	12.4
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"10-14 years"	"10-14"	510	3813923	13.4
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"15-19 years"	"15-19"	808	4137162	19.5
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"20-24 years"	"20-24"	1396	4062910	34.4
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"25-29 years"	"25-29"	2341	3968483	59.0
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"30-34 years"	"30-34"	3535	3734946	94.6
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"35-39 years"	"35-39"	5807	4032820	144.0
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"40-44 years"	"40-44"	9690	4149116	233.5
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"45-49 years"	"45-49"	17496	4473756	391.1
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"50-54 years"	"50-54"	26148	4216181	620.2
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"55-59 years"	"55-59"	33737	3732669	903.8
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"60-64 years "	"60-64"	42494	3287803	1292.5
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"65-69 years"	"65-69"	46351	2559588	1810.9
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"70-74 years"	"70-74"	40656	1937239	2098.7
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"75-79 years"	"75-79"	34838	1511607	2304.7
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"80-84 years"	"80-84"	27223	1148489	2370.3
	"2009"	"2009"	"South Atlantic"	"CENS-D5"	"85+ years"	"85+"	22829	1020435	2237.2
	"2009"	"2009"	"East South Central"	"CENS-D6"	"< 1 year"	"1"	66	239745	27.5
	"2009"	"2009"	"East South Central"	"CENS-D6"	"1-4 years"	"1-4"	195	967280	20.2
	"2009"	"2009"	"East South Central"	"CENS-D6"	"5-9 years"	"5-9"	153	1205963	12.7
	"2009"	"2009"	"East South Central"	"CENS-D6"	"10-14 years"	"10-14"	183	1228817	14.9
	"2009"	"2009"	"East South Central"	"CENS-D6"	"15-19 years"	"15-19"	258	1309468	19.7
	"2009"	"2009"	"East South Central"	"CENS-D6"	"20-24 years"	"20-24"	404	1252082	32.3
	"2009"	"2009"	"East South Central"	"CENS-D6"	"25-29 years"	"25-29"	712	1223315	58.2
	"2009"	"2009"	"East South Central"	"CENS-D6"	"30-34 years"	"30-34"	1105	1153957	95.8
	"2009"	"2009"	"East South Central"	"CENS-D6"	"35-39 years"	"35-39"	1904	1222061	155.8
	"2009"	"2009"	"East South Central"	"CENS-D6"	"40-44 years"	"40-44"	3105	1229447	252.6
	"2009"	"2009"	"East South Central"	"CENS-D6"	"45-49 years"	"45-49"	5541	1351749	409.9
	"2009"	"2009"	"East South Central"	"CENS-D6"	"50-54 years"	"50-54"	8812	1322936	666.1
	"2009"	"2009"	"East South Central"	"CENS-D6"	"55-59 years"	"55-59"	11179	1181246	946.4
	"2009"	"2009"	"East South Central"	"CENS-D6"	"60-64 years "	"60-64"	13620	1018848	1336.8
	"2009"	"2009"	"East South Central"	"CENS-D6"	"65-69 years"	"65-69"	14523	779711	1862.6
	"2009"	"2009"	"East South Central"	"CENS-D6"	"70-74 years"	"70-74"	12939	592400	2184.2
	"2009"	"2009"	"East South Central"	"CENS-D6"	"75-79 years"	"75-79"	10631	449098	2367.2
	"2009"	"2009"	"East South Central"	"CENS-D6"	"80-84 years"	"80-84"	7865	328322	2395.5
	"2009"	"2009"	"East South Central"	"CENS-D6"	"85+ years"	"85+"	6396	283360	2257.2
	"2009"	"2009"	"West South Central"	"CENS-D7"	"< 1 year"	"1"	173	541188	32.0
	"2009"	"2009"	"West South Central"	"CENS-D7"	"1-4 years"	"1-4"	473	2161753	21.9
	"2009"	"2009"	"West South Central"	"CENS-D7"	"5-9 years"	"5-9"	343	2642225	13.0
	"2009"	"2009"	"West South Central"	"CENS-D7"	"10-14 years"	"10-14"	393	2602765	15.1
	"2009"	"2009"	"West South Central"	"CENS-D7"	"15-19 years"	"15-19"	579	2674048	21.7
	"2009"	"2009"	"West South Central"	"CENS-D7"	"20-24 years"	"20-24"	879	2599297	33.8
	"2009"	"2009"	"West South Central"	"CENS-D7"	"25-29 years"	"25-29"	1505	2630048	57.2
	"2009"	"2009"	"West South Central"	"CENS-D7"	"30-34 years"	"30-34"	2113	2421879	87.2
	"2009"	"2009"	"West South Central"	"CENS-D7"	"35-39 years"	"35-39"	3299	2459086	134.2
	"2009"	"2009"	"West South Central"	"CENS-D7"	"40-44 years"	"40-44"	5064	2381258	212.7
	"2009"	"2009"	"West South Central"	"CENS-D7"	"45-49 years"	"45-49"	9128	2560559	356.5
	"2009"	"2009"	"West South Central"	"CENS-D7"	"50-54 years"	"50-54"	14262	2426970	587.6
	"2009"	"2009"	"West South Central"	"CENS-D7"	"55-59 years"	"55-59"	17535	2083006	841.8
	"2009"	"2009"	"West South Central"	"CENS-D7"	"60-64 years "	"60-64"	21249	1717621	1237.1
	"2009"	"2009"	"West South Central"	"CENS-D7"	"65-69 years"	"65-69"	22245	1283169	1733.6
	"2009"	"2009"	"West South Central"	"CENS-D7"	"70-74 years"	"70-74"	19679	961249	2047.2
	"2009"	"2009"	"West South Central"	"CENS-D7"	"75-79 years"	"75-79"	16957	744561	2277.4
	"2009"	"2009"	"West South Central"	"CENS-D7"	"80-84 years"	"80-84"	12580	544321	2311.1
	"2009"	"2009"	"West South Central"	"CENS-D7"	"85+ years"	"85+"	10739	472821	2271.3
	"2009"	"2009"	"Mountain"	"CENS-D8"	"< 1 year"	"1"	75	316639	23.7
	"2009"	"2009"	"Mountain"	"CENS-D8"	"1-4 years"	"1-4"	283	1311365	21.6
	"2009"	"2009"	"Mountain"	"CENS-D8"	"5-9 years"	"5-9"	164	1573301	10.4
	"2009"	"2009"	"Mountain"	"CENS-D8"	"10-14 years"	"10-14"	195	1533769	12.7
	"2009"	"2009"	"Mountain"	"CENS-D8"	"15-19 years"	"15-19"	355	1578910	22.5
	"2009"	"2009"	"Mountain"	"CENS-D8"	"20-24 years"	"20-24"	539	1546094	34.9
	"2009"	"2009"	"Mountain"	"CENS-D8"	"25-29 years"	"25-29"	969	1593494	60.8
	"2009"	"2009"	"Mountain"	"CENS-D8"	"30-34 years"	"30-34"	1339	1476638	90.7
	"2009"	"2009"	"Mountain"	"CENS-D8"	"35-39 years"	"35-39"	1937	1458557	132.8
	"2009"	"2009"	"Mountain"	"CENS-D8"	"40-44 years"	"40-44"	2967	1401233	211.7
