"Notes"	"Year"	"Year Code"	"Division"	"Division Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"10-14 years"	"10-14"	409	2874450	14.2
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"15-19 years"	"15-19"	627	2759544	22.7
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"20-24 years"	"20-24"	989	2614761	37.8
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"25-29 years"	"25-29"	1436	2504121	57.3
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"30-34 years"	"30-34"	2551	2775786	91.9
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"35-39 years"	"35-39"	4463	3030848	147.3
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"40-44 years"	"40-44"	7620	3238613	235.3
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"45-49 years"	"45-49"	11660	3056748	381.5
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"50-54 years"	"50-54"	16114	2696815	597.5
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"55-59 years"	"55-59"	21420	2259233	948.1
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"60-64 years "	"60-64"	23824	1758233	1355.0
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"65-69 years"	"65-69"	26429	1423688	1856.4
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"70-74 years"	"70-74"	29647	1310362	2262.5
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"75-79 years"	"75-79"	30327	1177388	2575.8
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"80-84 years"	"80-84"	22464	860098	2611.8
	"2003"	"2003"	"Middle Atlantic"	"CENS-D2"	"85+ years"	"85+"	18142	725793	2499.6
	"2003"	"2003"	"East North Central"	"CENS-D3"	"< 1 year"	"1"	173	603296	28.7
	"2003"	"2003"	"East North Central"	"CENS-D3"	"1-4 years"	"1-4"	519	2442689	21.2
	"2003"	"2003"	"East North Central"	"CENS-D3"	"5-9 years"	"5-9"	349	3137041	11.1
	"2003"	"2003"	"East North Central"	"CENS-D3"	"10-14 years"	"10-14"	405	3408731	11.9
	"2003"	"2003"	"East North Central"	"CENS-D3"	"15-19 years"	"15-19"	770	3312763	23.2
	"2003"	"2003"	"East North Central"	"CENS-D3"	"20-24 years"	"20-24"	1122	3203658	35.0
	"2003"	"2003"	"East North Central"	"CENS-D3"	"25-29 years"	"25-29"	1618	2850023	56.8
	"2003"	"2003"	"East North Central"	"CENS-D3"	"30-34 years"	"30-34"	2786	3145613	88.6
	"2003"	"2003"	"East North Central"	"CENS-D3"	"35-39 years"	"35-39"	4247	3284831	129.3
	"2003"	"2003"	"East North Central"	"CENS-D3"	"40-44 years"	"40-44"	8022	3614039	222.0
	"2003"	"2003"	"East North Central"	"CENS-D3"	"45-49 years"	"45-49"	12461	3496645	356.4
	"2003"	"2003"	"East North Central"	"CENS-D3"	"50-54 years"	"50-54"	17766	3064807	579.7
	"2003"	"2003"	"East North Central"	"CENS-D3"	"55-59 years"	"55-59"	22389	2473267	905.2
	"2003"	"2003"	"East North Central"	"CENS-D3"	"60-64 years "	"60-64"	25593	1929736	1326.2
	"2003"	"2003"	"East North Central"	"CENS-D3"	"65-69 years"	"65-69"	28685	1535701	1867.9
	"2003"	"2003"	"East North Central"	"CENS-D3"	"70-74 years"	"70-74"	30843	1370862	2249.9
	"2003"	"2003"	"East North Central"	"CENS-D3"	"75-79 years"	"75-79"	30853	1215959	2537.3
	"2003"	"2003"	"East North Central"	"CENS-D3"	"80-84 years"	"80-84"	22864	878455	2602.8
	"2003"	"2003"	"East North Central"	"CENS-D3"	"85+ years"	"85+"	18191	739671	2459.3
	"2003"	"2003"	"West North Central"	"CENS-D4"	"< 1 year"	"1"	51	263609	19.3
	"2003"	"2003"	"West North Central"	"CENS-D4"	"1-4 years"	"1-4"	209	1036023	20.2
	"2003"	"2003"	"West North Central"	"CENS-D4"	"5-9 years"	"5-9"	130	1314788	9.9
	"2003"	"2003"	"West North Central"	"CENS-D4"	"10-14 years"	"10-14"	193	1439718	13.4
	"2003"	"2003"	"West North Central"	"CENS-D4"	"15-19 years"	"15-19"	328	1479367	22.2
	"2003"	"2003"	"West North Central"	"CENS-D4"	"20-24 years"	"20-24"	481	1434390	33.5
	"2003"	"2003"	"West North Central"	"CENS-D4"	"25-29 years"	"25-29"	697	1179407	59.1
	"2003"	"2003"	"West North Central"	"CENS-D4"	"30-34 years"	"30-34"	1135	1281590	88.6
	"2003"	"2003"	"West North Central"	"CENS-D4"	"35-39 years"	"35-39"	1787	1343360	133.0
	"2003"	"2003"	"West North Central"	"CENS-D4"	"40-44 years"	"40-44"	3269	1548510	211.1
	"2003"	"2003"	"West North Central"	"CENS-D4"	"45-49 years"	"45-49"	5191	1487258	349.0
	"2003"	"2003"	"West North Central"	"CENS-D4"	"50-54 years"	"50-54"	7411	1300184	570.0
	"2003"	"2003"	"West North Central"	"CENS-D4"	"55-59 years"	"55-59"	9144	1045058	875.0
	"2003"	"2003"	"West North Central"	"CENS-D4"	"60-64 years "	"60-64"	10733	820606	1307.9
	"2003"	"2003"	"West North Central"	"CENS-D4"	"65-69 years"	"65-69"	12248	671309	1824.5
	"2003"	"2003"	"West North Central"	"CENS-D4"	"70-74 years"	"70-74"	13289	604201	2199.4
	"2003"	"2003"	"West North Central"	"CENS-D4"	"75-79 years"	"75-79"	13341	536993	2484.4
	"2003"	"2003"	"West North Central"	"CENS-D4"	"80-84 years"	"80-84"	9823	404732	2427.0
	"2003"	"2003"	"West North Central"	"CENS-D4"	"85+ years"	"85+"	8390	378064	2219.2
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"< 1 year"	"1"	192	716943	26.8
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"1-4 years"	"1-4"	566	2818640	20.1
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"5-9 years"	"5-9"	393	3469076	11.3
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"10-14 years"	"10-14"	500	3835634	13.0
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"15-19 years"	"15-19"	691	3706634	18.6
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"20-24 years"	"20-24"	1156	3708363	31.2
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"25-29 years"	"25-29"	1902	3444790	55.2
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"30-34 years"	"30-34"	3372	3862778	87.3
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"35-39 years"	"35-39"	5577	4064435	137.2
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"40-44 years"	"40-44"	9980	4304603	231.8
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"45-49 years"	"45-49"	15192	4041377	375.9
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"50-54 years"	"50-54"	21640	3596059	601.8
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"55-59 years"	"55-59"	28481	3095346	920.1
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"60-64 years "	"60-64"	32606	2444803	1333.7
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"65-69 years"	"65-69"	36493	2009661	1815.9
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"70-74 years"	"70-74"	37899	1769400	2141.9
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"75-79 years"	"75-79"	35843	1498141	2392.5
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"80-84 years"	"80-84"	25498	1052150	2423.4
	"2003"	"2003"	"South Atlantic"	"CENS-D5"	"85+ years"	"85+"	18991	822889	2307.8
	"2003"	"2003"	"East South Central"	"CENS-D6"	"< 1 year"	"1"	71	229798	30.9
	"2003"	"2003"	"East South Central"	"CENS-D6"	"1-4 years"	"1-4"	165	925488	17.8
	"2003"	"2003"	"East South Central"	"CENS-D6"	"5-9 years"	"5-9"	126	1157703	10.9
	"2003"	"2003"	"East South Central"	"CENS-D6"	"10-14 years"	"10-14"	121	1253269	9.7
	"2003"	"2003"	"East South Central"	"CENS-D6"	"15-19 years"	"15-19"	258	1222902	21.1
	"2003"	"2003"	"East South Central"	"CENS-D6"	"20-24 years"	"20-24"	370	1266327	29.2
	"2003"	"2003"	"East South Central"	"CENS-D6"	"25-29 years"	"25-29"	585	1102594	53.1
	"2003"	"2003"	"East South Central"	"CENS-D6"	"30-34 years"	"30-34"	995	1196670	83.1
	"2003"	"2003"	"East South Central"	"CENS-D6"	"35-39 years"	"35-39"	1641	1230966	133.3
	"2003"	"2003"	"East South Central"	"CENS-D6"	"40-44 years"	"40-44"	2973	1332008	223.2
	"2003"	"2003"	"East South Central"	"CENS-D6"	"45-49 years"	"45-49"	4745	1300039	365.0
	"2003"	"2003"	"East South Central"	"CENS-D6"	"50-54 years"	"50-54"	6717	1164051	577.0
	"2003"	"2003"	"East South Central"	"CENS-D6"	"55-59 years"	"55-59"	8722	989275	881.7
	"2003"	"2003"	"East South Central"	"CENS-D6"	"60-64 years "	"60-64"	10286	786757	1307.4
	"2003"	"2003"	"East South Central"	"CENS-D6"	"65-69 years"	"65-69"	11319	642187	1762.6
	"2003"	"2003"	"East South Central"	"CENS-D6"	"70-74 years"	"70-74"	11163	539244	2070.1
	"2003"	"2003"	"East South Central"	"CENS-D6"	"75-79 years"	"75-79"	9835	443215	2219.0
	"2003"	"2003"	"East South Central"	"CENS-D6"	"80-84 years"	"80-84"	6918	307305	2251.2
	"2003"	"2003"	"East South Central"	"CENS-D6"	"85+ years"	"85+"	5044	246987	2042.2
	"2003"	"2003"	"West South Central"	"CENS-D7"	"< 1 year"	"1"	131	516474	25.4
	"2003"	"2003"	"West South Central"	"CENS-D7"	"1-4 years"	"1-4"	436	1983180	22.0
	"2003"	"2003"	"West South Central"	"CENS-D7"	"5-9 years"	"5-9"	305	2367221	12.9
	"2003"	"2003"	"West South Central"	"CENS-D7"	"10-14 years"	"10-14"	338	2521080	13.4
	"2003"	"2003"	"West South Central"	"CENS-D7"	"15-19 years"	"15-19"	542	2502616	21.7
	"2003"	"2003"	"West South Central"	"CENS-D7"	"20-24 years"	"20-24"	811	2539707	31.9
	"2003"	"2003"	"West South Central"	"CENS-D7"	"25-29 years"	"25-29"	1195	2257450	52.9
	"2003"	"2003"	"West South Central"	"CENS-D7"	"30-34 years"	"30-34"	2007	2359453	85.1
	"2003"	"2003"	"West South Central"	"CENS-D7"	"35-39 years"	"35-39"	3089	2339391	132.0
	"2003"	"2003"	"West South Central"	"CENS-D7"	"40-44 years"	"40-44"	5247	2518540	208.3
	"2003"	"2003"	"West South Central"	"CENS-D7"	"45-49 years"	"45-49"	8307	2361747	351.7
	"2003"	"2003"	"West South Central"	"CENS-D7"	"50-54 years"	"50-54"	11570	2034181	568.8
	"2003"	"2003"	"West South Central"	"CENS-D7"	"55-59 years"	"55-59"	14593	1672029	872.8
	"2003"	"2003"	"West South Central"	"CENS-D7"	"60-64 years "	"60-64"	16441	1275202	1289.3
	"2003"	"2003"	"West South Central"	"CENS-D7"	"65-69 years"	"65-69"	18804	1034604	1817.5
	"2003"	"2003"	"West South Central"	"CENS-D7"	"70-74 years"	"70-74"	19247	879118	2189.4
	"2003"	"2003"	"West South Central"	"CENS-D7"	"75-79 years"	"75-79"	18006	719361	2503.1
	"2003"	"2003"	"West South Central"	"CENS-D7"	"80-84 years"	"80-84"	12712	497516	2555.1
	"2003"	"2003"	"West South Central"	"CENS-D7"	"85+ years"	"85+"	9566	402811	2374.8
	"2003"	"2003"	"Mountain"	"CENS-D8"	"< 1 year"	"1"	72	301033	23.9
	"2003"	"2003"	"Mountain"	"CENS-D8"	"1-4 years"	"1-4"	223	1149920	19.4
	"2003"	"2003"	"Mountain"	"CENS-D8"	"5-9 years"	"5-9"	147	1367154	10.8
	"2003"	"2003"	"Mountain"	"CENS-D8"	"10-14 years"	"10-14"	192	1455335	13.2
	"2003"	"2003"	"Mountain"	"CENS-D8"	"15-19 years"	"15-19"	328	1437620	22.8
	"2003"	"2003"	"Mountain"	"CENS-D8"	"20-24 years"	"20-24"	532	1485134	35.8
	"2003"	"2003"	"Mountain"	"CENS-D8"	"25-29 years"	"25-29"	735	1332741	55.1
	"2003"	"2003"	"Mountain"	"CENS-D8"	"30-34 years"	"30-34"	1088	1366434	79.6
	"2003"	"2003"	"Mountain"	"CENS-D8"	"35-39 years"	"35-39"	1687	1337310	126.1
	"2003"	"2003"	"Mountain"	"CENS-D8"	"40-44 years"	"40-44"	2958	1459775	202.6
	"2003"	"2003"	"Mountain"	"CENS-D8"	"45-49 years"	"45-49"	4312	1395935	308.9
	"2003"	"2003"	"Mountain"	"CENS-D8"	"50-54 years"	"50-54"	6192	1239526	499.5
	"2003"	"2003"	"Mountain"	"CENS-D8"	"55-59 years"	"55-59"	8173	1020913	800.6
	"2003"	"2003"	"Mountain"	"CENS-D8"	"60-64 years "	"60-64"	9629	790561	1218.0
	"2003"	"2003"	"Mountain"	"CENS-D8"	"65-69 years"	"65-69"	10666	635000	1679.7
	"2003"	"2003"	"Mountain"	"CENS-D8"	"70-74 years"	"70-74"	11010	543129	2027.1
	"2003"	"2003"	"Mountain"	"CENS-D8"	"75-79 years"	"75-79"	10247	444184	2306.9
	"2003"	"2003"	"Mountain"	"CENS-D8"	"80-84 years"	"80-84"	7332	310047	2364.8
	"2003"	"2003"	"Mountain"	"CENS-D8"	"85+ years"	"85+"	5525	240369	2298.5
	"2003"	"2003"	"Pacific"	"CENS-D9"	"< 1 year"	"1"	143	673871	21.2
	"2003"	"2003"	"Pacific"	"CENS-D9"	"1-4 years"	"1-4"	517	2594140	19.9
	"2003"	"2003"	"Pacific"	"CENS-D9"	"5-9 years"	"5-9"	383	3308042	11.6
	"2003"	"2003"	"Pacific"	"CENS-D9"	"10-14 years"	"10-14"	448	3621503	12.4
	"2003"	"2003"	"Pacific"	"CENS-D9"	"15-19 years"	"15-19"	649	3380934	19.2
	"2003"	"2003"	"Pacific"	"CENS-D9"	"20-24 years"	"20-24"	1099	3438185	32.0
	"2003"	"2003"	"Pacific"	"CENS-D9"	"25-29 years"	"25-29"	1691	3266557	51.8
	"2003"	"2003"	"Pacific"	"CENS-D9"	"30-34 years"	"30-34"	2819	3513119	80.2
	"2003"	"2003"	"Pacific"	"CENS-D9"	"35-39 years"	"35-39"	4173	3536054	118.0
	"2003"	"2003"	"Pacific"	"CENS-D9"	"40-44 years"	"40-44"	7386	3685040	200.4
	"2003"	"2003"	"Pacific"	"CENS-D9"	"45-49 years"	"45-49"	11419	3459752	330.1
	"2003"	"2003"	"Pacific"	"CENS-D9"	"50-54 years"	"50-54"	15905	3019123	526.8
	"2003"	"2003"	"Pacific"	"CENS-D9"	"55-59 years"	"55-59"	20230	2433521	831.3
	"2003"	"2003"	"Pacific"	"CENS-D9"	"60-64 years "	"60-64"	21706	1779363	1219.9
	"2003"	"2003"	"Pacific"	"CENS-D9"	"65-69 years"	"65-69"	23880	1399251	1706.6
	"2003"	"2003"	"Pacific"	"CENS-D9"	"70-74 years"	"70-74"	25372	1212037	2093.3
	"2003"	"2003"	"Pacific"	"CENS-D9"	"75-79 years"	"75-79"	25203	1060859	2375.7
	"2003"	"2003"	"Pacific"	"CENS-D9"	"80-84 years"	"80-84"	19609	784249	2500.4
	"2003"	"2003"	"Pacific"	"CENS-D9"	"85+ years"	"85+"	15415	638618	2413.8
	"2004"	"2004"	"New England"	"CENS-D1"	"< 1 year"	"1"	51	166456	30.6
	"2004"	"2004"	"New England"	"CENS-D1"	"1-4 years"	"1-4"	154	673746	22.9
	"2004"	"2004"	"New England"	"CENS-D1"	"5-9 years"	"5-9"	116	888931	13.0
	"2004"	"2004"	"New England"	"CENS-D1"	"10-14 years"	"10-14"	151	995567	15.2
	"2004"	"2004"	"New England"	"CENS-D1"	"15-19 years"	"15-19"	227	1011245	22.4
	"2004"	"2004"	"New England"	"CENS-D1"	"20-24 years"	"20-24"	339	911922	37.2
	"2004"	"2004"	"New England"	"CENS-D1"	"25-29 years"	"25-29"	540	838388	64.4
	"2004"	"2004"	"New England"	"CENS-D1"	"30-34 years"	"30-34"	943	933529	101.0
	"2004"	"2004"	"New England"	"CENS-D1"	"35-39 years"	"35-39"	1595	1060232	150.4
	"2004"	"2004"	"New England"	"CENS-D1"	"40-44 years"	"40-44"	2861	1184040	241.6
	"2004"	"2004"	"New England"	"CENS-D1"	"45-49 years"	"45-49"	4497	1140844	394.2
	"2004"	"2004"	"New England"	"CENS-D1"	"50-54 years"	"50-54"	6349	1000595	634.5
	"2004"	"2004"	"New England"	"CENS-D1"	"55-59 years"	"55-59"	8315	861499	965.2
	"2004"	"2004"	"New England"	"CENS-D1"	"60-64 years "	"60-64"	8917	638520	1396.5
	"2004"	"2004"	"New England"	"CENS-D1"	"65-69 years"	"65-69"	9334	485899	1921.0
	"2004"	"2004"	"New England"	"CENS-D1"	"70-74 years"	"70-74"	10179	432426	2353.9
	"2004"	"2004"	"New England"	"CENS-D1"	"75-79 years"	"75-79"	10391	397518	2614.0
	"2004"	"2004"	"New England"	"CENS-D1"	"80-84 years"	"80-84"	8390	308851	2716.5
	"2004"	"2004"	"New England"	"CENS-D1"	"85+ years"	"85+"	6669	276475	2412.2
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"< 1 year"	"1"	148	502959	29.4
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"1-4 years"	"1-4"	438	1986243	22.1
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"5-9 years"	"5-9"	326	2541127	12.8
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"10-14 years"	"10-14"	408	2849131	14.3
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"15-19 years"	"15-19"	705	2803545	25.1
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"20-24 years"	"20-24"	1002	2629962	38.1
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"25-29 years"	"25-29"	1573	2538845	62.0
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"30-34 years"	"30-34"	2610	2686119	97.2
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"35-39 years"	"35-39"	4257	2947169	144.4
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"40-44 years"	"40-44"	7686	3226208	238.2
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"45-49 years"	"45-49"	12188	3104641	392.6
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"50-54 years"	"50-54"	16664	2742016	607.7
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"55-59 years"	"55-59"	21717	2352337	923.2
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"60-64 years "	"60-64"	24652	1808885	1362.8
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"65-69 years"	"65-69"	26448	1441671	1834.5
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"70-74 years"	"70-74"	28434	1278674	2223.7
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"75-79 years"	"75-79"	29684	1163144	2552.0
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"80-84 years"	"80-84"	23169	878701	2636.7
	"2004"	"2004"	"Middle Atlantic"	"CENS-D2"	"85+ years"	"85+"	18212	735473	2476.2
	"2004"	"2004"	"East North Central"	"CENS-D3"	"< 1 year"	"1"	145	608531	23.8
	"2004"	"2004"	"East North Central"	"CENS-D3"	"1-4 years"	"1-4"	543	2435318	22.3
	"2004"	"2004"	"East North Central"	"CENS-D3"	"5-9 years"	"5-9"	338	3099091	10.9
	"2004"	"2004"	"East North Central"	"CENS-D3"	"10-14 years"	"10-14"	443	3393531	13.1
	"2004"	"2004"	"East North Central"	"CENS-D3"	"15-19 years"	"15-19"	717	3339684	21.5
	"2004"	"2004"	"East North Central"	"CENS-D3"	"20-24 years"	"20-24"	1146	3211835	35.7
	"2004"	"2004"	"East North Central"	"CENS-D3"	"25-29 years"	"25-29"	1612	2878601	56.0
	"2004"	"2004"	"East North Central"	"CENS-D3"	"30-34 years"	"30-34"	2880	3072551	93.7
	"2004"	"2004"	"East North Central"	"CENS-D3"	"35-39 years"	"35-39"	4363	3203294	136.2
	"2004"	"2004"	"East North Central"	"CENS-D3"	"40-44 years"	"40-44"	7981	3581938	222.8
	"2004"	"2004"	"East North Central"	"CENS-D3"	"45-49 years"	"45-49"	12892	3538292	364.4
	"2004"	"2004"	"East North Central"	"CENS-D3"	"50-54 years"	"50-54"	18230	3130469	582.3
	"2004"	"2004"	"East North Central"	"CENS-D3"	"55-59 years"	"55-59"	23173	2596079	892.6
	"2004"	"2004"	"East North Central"	"CENS-D3"	"60-64 years "	"60-64"	26432	1986976	1330.3
	"2004"	"2004"	"East North Central"	"CENS-D3"	"65-69 years"	"65-69"	28933	1571200	1841.5
	"2004"	"2004"	"East North Central"	"CENS-D3"	"70-74 years"	"70-74"	30384	1344041	2260.6
	"2004"	"2004"	"East North Central"	"CENS-D3"	"75-79 years"	"75-79"	30457	1203842	2530.0
	"2004"	"2004"	"East North Central"	"CENS-D3"	"80-84 years"	"80-84"	22933	896336	2558.5
	"2004"	"2004"	"East North Central"	"CENS-D3"	"85+ years"	"85+"	17656	752763	2345.5
	"2004"	"2004"	"West North Central"	"CENS-D4"	"< 1 year"	"1"	65	268368	24.2
	"2004"	"2004"	"West North Central"	"CENS-D4"	"1-4 years"	"1-4"	222	1044652	21.3
	"2004"	"2004"	"West North Central"	"CENS-D4"	"5-9 years"	"5-9"	164	1308272	12.5
	"2004"	"2004"	"West North Central"	"CENS-D4"	"10-14 years"	"10-14"	207	1428041	14.5
	"2004"	"2004"	"West North Central"	"CENS-D4"	"15-19 years"	"15-19"	326	1478784	22.0
	"2004"	"2004"	"West North Central"	"CENS-D4"	"20-24 years"	"20-24"	547	1460218	37.5
	"2004"	"2004"	"West North Central"	"CENS-D4"	"25-29 years"	"25-29"	739	1199929	61.6
	"2004"	"2004"	"West North Central"	"CENS-D4"	"30-34 years"	"30-34"	1141	1260825	90.5
	"2004"	"2004"	"West North Central"	"CENS-D4"	"35-39 years"	"35-39"	1704	1305674	130.5
	"2004"	"2004"	"West North Central"	"CENS-D4"	"40-44 years"	"40-44"	3452	1535608	224.8
	"2004"	"2004"	"West North Central"	"CENS-D4"	"45-49 years"	"45-49"	5281	1504371	351.0
	"2004"	"2004"	"West North Central"	"CENS-D4"	"50-54 years"	"50-54"	7409	1339255	553.2
	"2004"	"2004"	"West North Central"	"CENS-D4"	"55-59 years"	"55-59"	9486	1096093	865.4
	"2004"	"2004"	"West North Central"	"CENS-D4"	"60-64 years "	"60-64"	10775	849715	1268.1
	"2004"	"2004"	"West North Central"	"CENS-D4"	"65-69 years"	"65-69"	12403	683860	1813.7
	"2004"	"2004"	"West North Central"	"CENS-D4"	"70-74 years"	"70-74"	13188	597529	2207.1
	"2004"	"2004"	"West North Central"	"CENS-D4"	"75-79 years"	"75-79"	13174	534052	2466.8
	"2004"	"2004"	"West North Central"	"CENS-D4"	"80-84 years"	"80-84"	10342	410649	2518.5
	"2004"	"2004"	"West North Central"	"CENS-D4"	"85+ years"	"85+"	8674	382038	2270.5
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"< 1 year"	"1"	162	731790	22.1
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"1-4 years"	"1-4"	615	2873470	21.4
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"5-9 years"	"5-9"	389	3470921	11.2
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"10-14 years"	"10-14"	520	3857587	13.5
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"15-19 years"	"15-19"	744	3805780	19.5
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"20-24 years"	"20-24"	1207	3806046	31.7
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"25-29 years"	"25-29"	1903	3526375	54.0
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"30-34 years"	"30-34"	3450	3833525	90.0
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"35-39 years"	"35-39"	5607	4006194	140.0
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"40-44 years"	"40-44"	9996	4364454	229.0
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"45-49 years"	"45-49"	15484	4136631	374.3
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"50-54 years"	"50-54"	22372	3686314	606.9
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"55-59 years"	"55-59"	29195	3260829	895.3
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"60-64 years "	"60-64"	33683	2564946	1313.2
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"65-69 years"	"65-69"	37246	2073955	1795.9
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"70-74 years"	"70-74"	37393	1762989	2121.0
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"75-79 years"	"75-79"	35272	1501683	2348.8
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"80-84 years"	"80-84"	26160	1080983	2420.0
	"2004"	"2004"	"South Atlantic"	"CENS-D5"	"85+ years"	"85+"	19175	841676	2278.2
	"2004"	"2004"	"East South Central"	"CENS-D6"	"< 1 year"	"1"	53	233576	22.7
	"2004"	"2004"	"East South Central"	"CENS-D6"	"1-4 years"	"1-4"	211	928624	22.7
	"2004"	"2004"	"East South Central"	"CENS-D6"	"5-9 years"	"5-9"	138	1155723	11.9
	"2004"	"2004"	"East South Central"	"CENS-D6"	"10-14 years"	"10-14"	147	1251269	11.7
	"2004"	"2004"	"East South Central"	"CENS-D6"	"15-19 years"	"15-19"	245	1236008	19.8
	"2004"	"2004"	"East South Central"	"CENS-D6"	"20-24 years"	"20-24"	373	1269976	29.4
	"2004"	"2004"	"East South Central"	"CENS-D6"	"25-29 years"	"25-29"	626	1123457	55.7
	"2004"	"2004"	"East South Central"	"CENS-D6"	"30-34 years"	"30-34"	1084	1185775	91.4
	"2004"	"2004"	"East South Central"	"CENS-D6"	"35-39 years"	"35-39"	1649	1207119	136.6
	"2004"	"2004"	"East South Central"	"CENS-D6"	"40-44 years"	"40-44"	3166	1334316	237.3
	"2004"	"2004"	"East South Central"	"CENS-D6"	"45-49 years"	"45-49"	5031	1313973	382.9
	"2004"	"2004"	"East South Central"	"CENS-D6"	"50-54 years"	"50-54"	7182	1185674	605.7
	"2004"	"2004"	"East South Central"	"CENS-D6"	"55-59 years"	"55-59"	9667	1036550	932.6
	"2004"	"2004"	"East South Central"	"CENS-D6"	"60-64 years "	"60-64"	10886	814009	1337.3
	"2004"	"2004"	"East South Central"	"CENS-D6"	"65-69 years"	"65-69"	11793	658206	1791.7
	"2004"	"2004"	"East South Central"	"CENS-D6"	"70-74 years"	"70-74"	11347	539323	2103.9
	"2004"	"2004"	"East South Central"	"CENS-D6"	"75-79 years"	"75-79"	10174	441461	2304.6
	"2004"	"2004"	"East South Central"	"CENS-D6"	"80-84 years"	"80-84"	7182	312856	2295.6
	"2004"	"2004"	"East South Central"	"CENS-D6"	"85+ years"	"85+"	5153	248754	2071.5
	"2004"	"2004"	"West South Central"	"CENS-D7"	"< 1 year"	"1"	140	521168	26.9
	"2004"	"2004"	"West South Central"	"CENS-D7"	"1-4 years"	"1-4"	460	2025824	22.7
	"2004"	"2004"	"West South Central"	"CENS-D7"	"5-9 years"	"5-9"	304	2367340	12.8
	"2004"	"2004"	"West South Central"	"CENS-D7"	"10-14 years"	"10-14"	346	2534377	13.7
