"Notes"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"2007"	"2007"	"Female"	"F"	"70-74 years"	"70-74"	83808	4770997	1756.6
	"2007"	"2007"	"Female"	"F"	"75-79 years"	"75-79"	83676	4225224	1980.4
	"2007"	"2007"	"Female"	"F"	"80-84 years"	"80-84"	72558	3469267	2091.5
	"2007"	"2007"	"Female"	"F"	"85+ years"	"85+"	67475	3446309	1957.9
	"2007"	"2007"	"Male"	"M"	"< 1 year"	"1"	559	2120816	26.4
	"2007"	"2007"	"Male"	"M"	"1-4 years"	"1-4"	1950	8164877	23.9
	"2007"	"2007"	"Male"	"M"	"5-9 years"	"5-9"	1312	10073928	13.0
	"2007"	"2007"	"Male"	"M"	"10-14 years"	"10-14"	1483	10670960	13.9
	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	2612	11336490	23.0
	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	3764	10807836	34.8
	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	5292	10313439	51.3
	"2007"	"2007"	"Male"	"M"	"30-34 years"	"30-34"	6356	9611431	66.1
	"2007"	"2007"	"Male"	"M"	"35-39 years"	"35-39"	9847	10461052	94.1
	"2007"	"2007"	"Male"	"M"	"40-44 years"	"40-44"	17311	10833176	159.8
	"2007"	"2007"	"Male"	"M"	"45-49 years"	"45-49"	34008	11257548	302.1
	"2007"	"2007"	"Male"	"M"	"50-54 years"	"50-54"	61619	10344429	595.7
	"2007"	"2007"	"Male"	"M"	"55-59 years"	"55-59"	90963	8945299	1016.9
	"2007"	"2007"	"Male"	"M"	"60-64 years "	"60-64"	111575	7034464	1586.1
	"2007"	"2007"	"Male"	"M"	"65-69 years"	"65-69"	120694	5145430	2345.7
	"2007"	"2007"	"Male"	"M"	"70-74 years"	"70-74"	111923	3957495	2828.1
	"2007"	"2007"	"Male"	"M"	"75-79 years"	"75-79"	102037	3175139	3213.6
	"2007"	"2007"	"Male"	"M"	"80-84 years"	"80-84"	73556	2217809	3316.6
	"2007"	"2007"	"Male"	"M"	"85+ years"	"85+"	51850	1593236	3254.4
	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	502	2022889	24.8
	"2008"	"2008"	"Female"	"F"	"1-4 years"	"1-4"	1721	7891294	21.8
	"2008"	"2008"	"Female"	"F"	"5-9 years"	"5-9"	1181	9748488	12.1
	"2008"	"2008"	"Female"	"F"	"10-14 years"	"10-14"	1283	10108474	12.7
	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	2283	10805148	21.1
	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	3994	10339566	38.6
	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	7183	10393532	69.1
	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	11598	9625879	120.5
	"2008"	"2008"	"Female"	"F"	"35-39 years"	"35-39"	20829	10437809	199.6
	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	36102	10757924	335.6
	"2008"	"2008"	"Female"	"F"	"45-49 years"	"45-49"	59004	11556983	510.5
	"2008"	"2008"	"Female"	"F"	"50-54 years"	"50-54"	74870	11040553	678.1
	"2008"	"2008"	"Female"	"F"	"55-59 years"	"55-59"	83055	9702238	856.0
	"2008"	"2008"	"Female"	"F"	"60-64 years "	"60-64"	91821	7979525	1150.7
	"2008"	"2008"	"Female"	"F"	"65-69 years"	"65-69"	93029	6147908	1513.2
	"2008"	"2008"	"Female"	"F"	"70-74 years"	"70-74"	85734	4856336	1765.4
	"2008"	"2008"	"Female"	"F"	"75-79 years"	"75-79"	83288	4178497	1993.3
	"2008"	"2008"	"Female"	"F"	"80-84 years"	"80-84"	73248	3477946	2106.1
	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	70598	3533026	1998.2
	"2008"	"2008"	"Male"	"M"	"< 1 year"	"1"	611	2109846	29.0
	"2008"	"2008"	"Male"	"M"	"1-4 years"	"1-4"	1946	8247098	23.6
	"2008"	"2008"	"Male"	"M"	"5-9 years"	"5-9"	1378	10181114	13.5
	"2008"	"2008"	"Male"	"M"	"10-14 years"	"10-14"	1484	10598181	14.0
	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	2626	11405732	23.0
	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	3732	10841046	34.4
	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	5241	10509136	49.9
	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	6685	9678926	69.1
	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	9980	10379654	96.1
	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	17122	10617099	161.3
	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	34298	11263990	304.5
	"2008"	"2008"	"Male"	"M"	"50-54 years"	"50-54"	62359	10598921	588.4
	"2008"	"2008"	"Male"	"M"	"55-59 years"	"55-59"	90929	9112330	997.9
	"2008"	"2008"	"Male"	"M"	"60-64 years "	"60-64"	113308	7362970	1538.9
	"2008"	"2008"	"Male"	"M"	"65-69 years"	"65-69"	123201	5446439	2262.0
	"2008"	"2008"	"Male"	"M"	"70-74 years"	"70-74"	110790	4054996	2732.2
	"2008"	"2008"	"Male"	"M"	"75-79 years"	"75-79"	98253	3167246	3102.2
	"2008"	"2008"	"Male"	"M"	"80-84 years"	"80-84"	72835	2252413	3233.6
	"2008"	"2008"	"Male"	"M"	"85+ years"	"85+"	53965	1662814	3245.4
	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	487	1959169	24.9
	"2009"	"2009"	"Female"	"F"	"1-4 years"	"1-4"	1654	7943260	20.8
	"2009"	"2009"	"Female"	"F"	"5-9 years"	"5-9"	1127	9874744	11.4
	"2009"	"2009"	"Female"	"F"	"10-14 years"	"10-14"	1352	10088732	13.4
	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	2378	10804571	22.0
	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	4149	10459413	39.7
	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	7544	10466871	72.1
	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	12069	9800559	123.1
	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	20759	10292169	201.7
	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	36358	10549441	344.6
	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	59804	11576574	516.6
	"2009"	"2009"	"Female"	"F"	"50-54 years"	"50-54"	76873	11221280	685.1
	"2009"	"2009"	"Female"	"F"	"55-59 years"	"55-59"	85500	9946217	859.6
	"2009"	"2009"	"Female"	"F"	"60-64 years "	"60-64"	96170	8383324	1147.2
	"2009"	"2009"	"Female"	"F"	"65-69 years"	"65-69"	97551	6407878	1522.4
	"2009"	"2009"	"Female"	"F"	"70-74 years"	"70-74"	88072	4967279	1773.0
	"2009"	"2009"	"Female"	"F"	"75-79 years"	"75-79"	82483	4135780	1994.4
	"2009"	"2009"	"Female"	"F"	"80-84 years"	"80-84"	72134	3454860	2087.9
	"2009"	"2009"	"Female"	"F"	"85+ years"	"85+"	71254	3631954	1961.9
	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	575	2044418	28.1
	"2009"	"2009"	"Male"	"M"	"1-4 years"	"1-4"	1953	8297671	23.5
	"2009"	"2009"	"Male"	"M"	"5-9 years"	"5-9"	1405	10307755	13.6
	"2009"	"2009"	"Male"	"M"	"10-14 years"	"10-14"	1473	10571832	13.9
	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	2554	11388239	22.4
	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	3723	10924709	34.1
	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	5338	10611357	50.3
	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	6778	9844555	68.9
	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	9676	10215627	94.7
	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	16541	10430574	158.6
	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	34200	11285671	303.0
	"2009"	"2009"	"Male"	"M"	"50-54 years"	"50-54"	64195	10783563	595.3
	"2009"	"2009"	"Male"	"M"	"55-59 years"	"55-59"	91428	9334386	979.5
	"2009"	"2009"	"Male"	"M"	"60-64 years "	"60-64"	117087	7741673	1512.4
	"2009"	"2009"	"Male"	"M"	"65-69 years"	"65-69"	126042	5684499	2217.3
	"2009"	"2009"	"Male"	"M"	"70-74 years"	"70-74"	111247	4173443	2665.6
	"2009"	"2009"	"Male"	"M"	"75-79 years"	"75-79"	94834	3159284	3001.8
	"2009"	"2009"	"Male"	"M"	"80-84 years"	"80-84"	71215	2272851	3133.3
	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	54397	1735347	3134.6
	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	502	1932965	26.0
	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	1706	7943167	21.5
	"2010"	"2010"	"Female"	"F"	"5-9 years"	"5-9"	1186	9950867	11.9
	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	1392	10102490	13.8
	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	2212	10703297	20.7
	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	4043	10629461	38.0
	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	7436	10482589	70.9
	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	12056	10017471	120.3
	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	19730	10086464	195.6
	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	35136	10505022	334.5
	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	57182	11460909	498.9
	"2010"	"2010"	"Female"	"F"	"50-54 years"	"50-54"	76453	11393081	671.0
	"2010"	"2010"	"Female"	"F"	"55-59 years"	"55-59"	85795	10207438	840.5
	"2010"	"2010"	"Female"	"F"	"60-64 years "	"60-64"	98325	8831746	1113.3
	"2010"	"2010"	"Female"	"F"	"65-69 years"	"65-69"	98620	6626235	1488.3
	"2010"	"2010"	"Female"	"F"	"70-74 years"	"70-74"	88389	5063198	1745.7
	"2010"	"2010"	"Female"	"F"	"75-79 years"	"75-79"	80944	4133351	1958.3
	"2010"	"2010"	"Female"	"F"	"80-84 years"	"80-84"	70802	3452607	2050.7
	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	71606	3733070	1918.2
	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	549	2018489	27.2
	"2010"	"2010"	"Male"	"M"	"1-4 years"	"1-4"	2099	8294152	25.3
	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"	1508	10380281	14.5
	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	1543	10578235	14.6
	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	2544	11278027	22.6
	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	3842	11072538	34.7
	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	5338	10661261	50.1
	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	6810	10052038	67.7
	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	9555	9992821	95.6
	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	16096	10400396	154.8
	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	32583	11176036	291.5
	"2010"	"2010"	"Male"	"M"	"50-54 years"	"50-54"	62507	10960154	570.3
	"2010"	"2010"	"Male"	"M"	"55-59 years"	"55-59"	91642	9587694	955.8
	"2010"	"2010"	"Male"	"M"	"60-64 years "	"60-64"	118065	8158439	1447.2
	"2010"	"2010"	"Male"	"M"	"65-69 years"	"65-69"	126338	5895153	2143.1
	"2010"	"2010"	"Male"	"M"	"70-74 years"	"70-74"	111031	4273458	2598.2
	"2010"	"2010"	"Male"	"M"	"75-79 years"	"75-79"	93183	3186860	2924.0
	"2010"	"2010"	"Male"	"M"	"80-84 years"	"80-84"	70286	2306897	3046.8
	"2010"	"2010"	"Male"	"M"	"85+ years"	"85+"	55084	1810064	3043.2
	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	511	1934606	26.4
	"2011"	"2011"	"Female"	"F"	"1-4 years"	"1-4"	1772	7908360	22.4
	"2011"	"2011"	"Female"	"F"	"5-9 years"	"5-9"	1190	9951282	12.0
	"2011"	"2011"	"Female"	"F"	"10-14 years"	"10-14"	1441	10126767	14.2
	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	2328	10539849	22.1
	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	4176	10857080	38.5
	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	7451	10538552	70.7
	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	12323	10244557	120.3
	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	19345	9848032	196.4
	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	35560	10583162	336.0
	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	56608	11216793	504.7
	"2011"	"2011"	"Female"	"F"	"50-54 years"	"50-54"	77273	11502616	671.8
	"2011"	"2011"	"Female"	"F"	"55-59 years"	"55-59"	88685	10446458	848.9
	"2011"	"2011"	"Female"	"F"	"60-64 years "	"60-64"	103175	9272130	1112.7
	"2011"	"2011"	"Female"	"F"	"65-69 years"	"65-69"	102856	6807793	1510.9
	"2011"	"2011"	"Female"	"F"	"70-74 years"	"70-74"	91049	5206119	1748.9
	"2011"	"2011"	"Female"	"F"	"75-79 years"	"75-79"	81855	4156432	1969.4
	"2011"	"2011"	"Female"	"F"	"80-84 years"	"80-84"	70815	3443925	2056.2
	"2011"	"2011"	"Female"	"F"	"85+ years"	"85+"	72421	3817557	1897.1
	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	507	2028365	25.0
	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	2008	8251315	24.3
	"2011"	"2011"	"Male"	"M"	"5-9 years"	"5-9"	1528	10381510	14.7
	"2011"	"2011"	"Male"	"M"	"10-14 years"	"10-14"	1488	10587444	14.1
	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	2530	11120519	22.8
	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	3843	11305299	34.0
	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	5346	10747392	49.7
	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	6929	10276926	67.4
	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	9302	9759719	95.3
	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	16234	10463000	155.2
	"2011"	"2011"	"Male"	"M"	"45-49 years"	"45-49"	31719	10955465	289.5
	"2011"	"2011"	"Male"	"M"	"50-54 years"	"50-54"	63418	11070150	572.9
	"2011"	"2011"	"Male"	"M"	"55-59 years"	"55-59"	94060	9817321	958.1
	"2011"	"2011"	"Male"	"M"	"60-64 years "	"60-64"	123489	8545411	1445.1
	"2011"	"2011"	"Male"	"M"	"65-69 years"	"65-69"	130891	6075047	2154.6
	"2011"	"2011"	"Male"	"M"	"70-74 years"	"70-74"	113954	4404187	2587.4
	"2011"	"2011"	"Male"	"M"	"75-79 years"	"75-79"	93702	3232843	2898.4
	"2011"	"2011"	"Male"	"M"	"80-84 years"	"80-84"	71085	2335962	3043.1
	"2011"	"2011"	"Male"	"M"	"85+ years"	"85+"	57028	1884335	3026.4
	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	492	1918799	25.6
	"2012"	"2012"	"Female"	"F"	"1-4 years"	"1-4"	1724	7852288	22.0
	"2012"	"2012"	"Female"	"F"	"5-9 years"	"5-9"	1140	10015570	11.4
	"2012"	"2012"	"Female"	"F"	"10-14 years"	"10-14"	1396	10110562	13.8
	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	2380	10410430	22.9
	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	4289	11045933	38.8
	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	7557	10567698	71.5
	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	13019	10434936	124.8
	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	19500	9794094	199.1
	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	36000	10583110	340.2
	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	55377	10974337	504.6
	"2012"	"2012"	"Female"	"F"	"50-54 years"	"50-54"	77811	11507127	676.2
	"2012"	"2012"	"Female"	"F"	"55-59 years"	"55-59"	91390	10709955	853.3
	"2012"	"2012"	"Female"	"F"	"60-64 years "	"60-64"	103398	9284260	1113.7
	"2012"	"2012"	"Female"	"F"	"65-69 years"	"65-69"	110202	7377518	1493.8
	"2012"	"2012"	"Female"	"F"	"70-74 years"	"70-74"	94847	5417530	1750.7
	"2012"	"2012"	"Female"	"F"	"75-79 years"	"75-79"	82373	4200653	1961.0
	"2012"	"2012"	"Female"	"F"	"80-84 years"	"80-84"	68671	3424702	2005.2
	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	72472	3911422	1852.8
	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	574	2007687	28.6
	"2012"	"2012"	"Male"	"M"	"1-4 years"	"1-4"	2065	8196389	25.2
	"2012"	"2012"	"Male"	"M"	"5-9 years"	"5-9"	1427	10451844	13.7
	"2012"	"2012"	"Male"	"M"	"10-14 years"	"10-14"	1561	10561060	14.8
	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	2570	10962668	23.4
	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	3895	11545676	33.7
	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	5627	10826701	52.0
	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	7212	10485746	68.8
	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	9153	9713014	94.2
	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	15867	10458184	151.7
	"2012"	"2012"	"Male"	"M"	"45-49 years"	"45-49"	30457	10729242	283.9
	"2012"	"2012"	"Male"	"M"	"50-54 years"	"50-54"	60406	11081356	545.1
	"2012"	"2012"	"Male"	"M"	"55-59 years"	"55-59"	91315	10070218	906.8
	"2012"	"2012"	"Male"	"M"	"60-64 years "	"60-64"	116094	8536000	1360.1
	"2012"	"2012"	"Male"	"M"	"65-69 years"	"65-69"	130603	6610935	1975.6
	"2012"	"2012"	"Male"	"M"	"70-74 years"	"70-74"	111074	4599423	2415.0
	"2012"	"2012"	"Male"	"M"	"75-79 years"	"75-79"	89972	3293712	2731.6
	"2012"	"2012"	"Male"	"M"	"80-84 years"	"80-84"	68614	2355738	2912.6
	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	57312	1966755	2914.0
	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	554	1921491	28.8
	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	1694	7785420	21.8
	"2013"	"2013"	"Female"	"F"	"5-9 years"	"5-9"	1260	10064970	12.5
	"2013"	"2013"	"Female"	"F"	"10-14 years"	"10-14"	1439	10108277	14.2
	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	2192	10332528	21.2
	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	4340	11135459	39.0
	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	7585	10641982	71.3
	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	13165	10609932	124.1
	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	19830	9844681	201.4
	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	36166	10508825	344.1
	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	54490	10726330	508.0
	"2013"	"2013"	"Female"	"F"	"50-54 years"	"50-54"	78830	11497987	685.6
	"2013"	"2013"	"Female"	"F"	"55-59 years"	"55-59"	94394	10914808	864.8
	"2013"	"2013"	"Female"	"F"	"60-64 years "	"60-64"	104782	9452930	1108.5
	"2013"	"2013"	"Female"	"F"	"65-69 years"	"65-69"	115061	7697212	1494.8
	"2013"	"2013"	"Female"	"F"	"70-74 years"	"70-74"	100543	5727799	1755.4
	"2013"	"2013"	"Female"	"F"	"75-79 years"	"75-79"	84455	4291628	1967.9
	"2013"	"2013"	"Female"	"F"	"80-84 years"	"80-84"	68666	3396356	2021.8
	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	72739	3979070	1828.0
	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	580	2009717	28.9
	"2013"	"2013"	"Male"	"M"	"1-4 years"	"1-4"	1950	8131313	24.0
	"2013"	"2013"	"Male"	"M"	"5-9 years"	"5-9"	1439	10502801	13.7
	"2013"	"2013"	"Male"	"M"	"10-14 years"	"10-14"	1590	10545471	15.1
	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	2506	10850873	23.1
	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	3882	11684225	33.2
	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	5453	10940980	49.8
	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	7329	10675909	68.6
	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	9317	9784188	95.2
	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	15684	10362391	151.4
	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	28908	10505580	275.2
	"2013"	"2013"	"Male"	"M"	"50-54 years"	"50-54"	59851	11073789	540.5
	"2013"	"2013"	"Male"	"M"	"55-59 years"	"55-59"	92177	10278821	896.8
	"2013"	"2013"	"Male"	"M"	"60-64 years "	"60-64"	116079	8670132	1338.8
	"2013"	"2013"	"Male"	"M"	"65-69 years"	"65-69"	134405	6907420	1945.8
	"2013"	"2013"	"Male"	"M"	"70-74 years"	"70-74"	116418	4880896	2385.2
	"2013"	"2013"	"Male"	"M"	"75-79 years"	"75-79"	91826	3390548	2708.3
	"2013"	"2013"	"Male"	"M"	"80-84 years"	"80-84"	68457	2366626	2892.6
	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	59037	2035140	2900.9
	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	535	1930252	27.7
	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	1673	7781809	21.5
	"2014"	"2014"	"Female"	"F"	"5-9 years"	"5-9"	1274	10040476	12.7
	"2014"	"2014"	"Female"	"F"	"10-14 years"	"10-14"	1495	10120908	14.8
	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	2319	10282068	22.6
	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	4389	11152673	39.4
	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	7963	10813549	73.6
	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	13464	10719143	125.6
	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	20403	9975747	204.5
	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	35970	10362664	347.1
	"2014"	"2014"	"Female"	"F"	"45-49 years"	"45-49"	53736	10529220	510.4
	"2014"	"2014"	"Female"	"F"	"50-54 years"	"50-54"	79521	11481857	692.6
	"2014"	"2014"	"Female"	"F"	"55-59 years"	"55-59"	97249	11056819	879.5
	"2014"	"2014"	"Female"	"F"	"60-64 years "	"60-64"	108375	9683728	1119.1
	"2014"	"2014"	"Female"	"F"	"65-69 years"	"65-69"	118783	8072054	1471.5
	"2014"	"2014"	"Female"	"F"	"70-74 years"	"70-74"	104011	5973981	1741.1
	"2014"	"2014"	"Female"	"F"	"75-79 years"	"75-79"	85271	4410501	1933.4
	"2014"	"2014"	"Female"	"F"	"80-84 years"	"80-84"	66622	3377656	1972.4
	"2014"	"2014"	"Female"	"F"	"85+ years"	"85+"	72824	4050001	1798.1
	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	597	2024473	29.5
	"2014"	"2014"	"Male"	"M"	"1-4 years"	"1-4"	1949	8134284	24.0
	"2014"	"2014"	"Male"	"M"	"5-9 years"	"5-9"	1535	10474907	14.7
	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"	1662	10548588	15.8
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	2605	10778306	24.2
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	4212	11730341	35.9
	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	5647	11153828	50.6
	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	7636	10804802	70.7
	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	9518	9928929	95.9
	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	15446	10206983	151.3
	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	28005	10330259	271.1
	"2014"	"2014"	"Male"	"M"	"50-54 years"	"50-54"	59084	11062739	534.1
	"2014"	"2014"	"Male"	"M"	"55-59 years"	"55-59"	93353	10430117	895.0
	"2014"	"2014"	"Male"	"M"	"60-64 years "	"60-64"	118288	8865942	1334.2
	"2014"	"2014"	"Male"	"M"	"65-69 years"	"65-69"	136640	7242430	1886.7
	"2014"	"2014"	"Male"	"M"	"70-74 years"	"70-74"	118151	5096615	2318.2
	"2014"	"2014"	"Male"	"M"	"75-79 years"	"75-79"	92723	3509642	2642.0
	"2014"	"2014"	"Male"	"M"	"80-84 years"	"80-84"	67445	2379832	2834.0
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	59968	2104402	2849.6
	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	551	1946457	28.3
	"2015"	"2015"	"Female"	"F"	"1-4 years"	"1-4"	1737	7783939	22.3
	"2015"	"2015"	"Female"	"F"	"5-9 years"	"5-9"	1242	10022647	12.4
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	1504	10095577	14.9
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	2487	10304470	24.1
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	4289	11041123	38.8
	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	8112	11026945	73.6
	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	14150	10772852	131.3
	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	21036	10184544	206.5
	"2015"	"2015"	"Female"	"F"	"40-44 years"	"40-44"	35643	10166657	350.6
	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	53703	10499497	511.5
	"2015"	"2015"	"Female"	"F"	"50-54 years"	"50-54"	78657	11352272	692.9
	"2015"	"2015"	"Female"	"F"	"55-59 years"	"55-59"	98248	11193070	877.8
	"2015"	"2015"	"Female"	"F"	"60-64 years "	"60-64"	112225	9942405	1128.8
	"2015"	"2015"	"Female"	"F"	"65-69 years"	"65-69"	124239	8466849	1467.4
	"2015"	"2015"	"Female"	"F"	"70-74 years"	"70-74"	107802	6186493	1742.5
	"2015"	"2015"	"Female"	"F"	"75-79 years"	"75-79"	86467	4511897	1916.4
	"2015"	"2015"	"Female"	"F"	"80-84 years"	"80-84"	66371	3385893	1960.2
	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	72143	4108099	1756.1
	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	623	2037837	30.6
